Vector ID,Year,Month,Province,Crime Category,Crime Type,Coordinate,Value
v1210497717,2019,8,Alberta,Assaults,"Assaults by family (levels 1, 2, 3)",13.3.1,401.0
v1210497717,2019,12,Alberta,Assaults,"Assaults by family (levels 1, 2, 3)",13.3.1,399.0
v1210497717,2019,5,Alberta,Assaults,"Assaults by family (levels 1, 2, 3)",13.3.1,393.0
v1210497717,2019,11,Alberta,Assaults,"Assaults by family (levels 1, 2, 3)",13.3.1,392.0
v1210497717,2019,9,Alberta,Assaults,"Assaults by family (levels 1, 2, 3)",13.3.1,391.0
v1210497717,2019,3,Alberta,Assaults,"Assaults by family (levels 1, 2, 3)",13.3.1,377.0
v1210497717,2019,4,Alberta,Assaults,"Assaults by family (levels 1, 2, 3)",13.3.1,377.0
v1210497717,2019,7,Alberta,Assaults,"Assaults by family (levels 1, 2, 3)",13.3.1,370.0
v1210497717,2019,6,Alberta,Assaults,"Assaults by family (levels 1, 2, 3)",13.3.1,365.0
v1210497717,2019,10,Alberta,Assaults,"Assaults by family (levels 1, 2, 3)",13.3.1,349.0
v1210497717,2020,8,Alberta,Assaults,"Assaults by family (levels 1, 2, 3)",13.3.1,337.0
v1210497717,2020,1,Alberta,Assaults,"Assaults by family (levels 1, 2, 3)",13.3.1,320.0
v1210497717,2020,12,Alberta,Assaults,"Assaults by family (levels 1, 2, 3)",13.3.1,313.0
v1210497717,2020,6,Alberta,Assaults,"Assaults by family (levels 1, 2, 3)",13.3.1,310.0
v1210497717,2020,5,Alberta,Assaults,"Assaults by family (levels 1, 2, 3)",13.3.1,307.0
v1210497717,2020,7,Alberta,Assaults,"Assaults by family (levels 1, 2, 3)",13.3.1,307.0
v1210497717,2020,2,Alberta,Assaults,"Assaults by family (levels 1, 2, 3)",13.3.1,304.0
v1210497717,2021,7,Alberta,Assaults,"Assaults by family (levels 1, 2, 3)",13.3.1,304.0
v1210497717,2021,5,Alberta,Assaults,"Assaults by family (levels 1, 2, 3)",13.3.1,302.0
v1210497717,2020,10,Alberta,Assaults,"Assaults by family (levels 1, 2, 3)",13.3.1,300.0
v1210497717,2021,8,Alberta,Assaults,"Assaults by family (levels 1, 2, 3)",13.3.1,299.0
v1210497717,2021,2,Alberta,Assaults,"Assaults by family (levels 1, 2, 3)",13.3.1,296.0
v1210497717,2020,4,Alberta,Assaults,"Assaults by family (levels 1, 2, 3)",13.3.1,291.0
v1210497717,2021,6,Alberta,Assaults,"Assaults by family (levels 1, 2, 3)",13.3.1,291.0
v1210497717,2020,11,Alberta,Assaults,"Assaults by family (levels 1, 2, 3)",13.3.1,283.0
v1210497717,2020,3,Alberta,Assaults,"Assaults by family (levels 1, 2, 3)",13.3.1,278.0
v1210497717,2020,9,Alberta,Assaults,"Assaults by family (levels 1, 2, 3)",13.3.1,273.0
v1210497717,2021,3,Alberta,Assaults,"Assaults by family (levels 1, 2, 3)",13.3.1,271.0
v1210497717,2021,1,Alberta,Assaults,"Assaults by family (levels 1, 2, 3)",13.3.1,270.0
v1210497717,2021,9,Alberta,Assaults,"Assaults by family (levels 1, 2, 3)",13.3.1,256.0
v1210497717,2021,12,Alberta,Assaults,"Assaults by family (levels 1, 2, 3)",13.3.1,251.0
v1210497717,2021,10,Alberta,Assaults,"Assaults by family (levels 1, 2, 3)",13.3.1,248.0
v1210497717,2021,4,Alberta,Assaults,"Assaults by family (levels 1, 2, 3)",13.3.1,246.0
v1210497717,2021,11,Alberta,Assaults,"Assaults by family (levels 1, 2, 3)",13.3.1,235.0
v1210497750,2022,4,Alberta,Assaults,"Assaults by family (levels 1, 2, 3)",14.3.1,141.0
v1210497750,2019,7,Alberta,Assaults,"Assaults by family (levels 1, 2, 3)",14.3.1,138.0
v1210497750,2019,4,Alberta,Assaults,"Assaults by family (levels 1, 2, 3)",14.3.1,127.0
v1210497750,2020,7,Alberta,Assaults,"Assaults by family (levels 1, 2, 3)",14.3.1,125.0
v1210497750,2019,6,Alberta,Assaults,"Assaults by family (levels 1, 2, 3)",14.3.1,124.0
v1210497750,2020,5,Alberta,Assaults,"Assaults by family (levels 1, 2, 3)",14.3.1,123.0
v1210497750,2022,5,Alberta,Assaults,"Assaults by family (levels 1, 2, 3)",14.3.1,117.0
v1210497750,2021,6,Alberta,Assaults,"Assaults by family (levels 1, 2, 3)",14.3.1,116.0
v1210497750,2019,5,Alberta,Assaults,"Assaults by family (levels 1, 2, 3)",14.3.1,115.0
v1210497750,2019,11,Alberta,Assaults,"Assaults by family (levels 1, 2, 3)",14.3.1,115.0
v1210497750,2020,1,Alberta,Assaults,"Assaults by family (levels 1, 2, 3)",14.3.1,113.0
v1210497750,2022,6,Alberta,Assaults,"Assaults by family (levels 1, 2, 3)",14.3.1,113.0
v1210497750,2020,10,Alberta,Assaults,"Assaults by family (levels 1, 2, 3)",14.3.1,112.0
v1210497750,2022,3,Alberta,Assaults,"Assaults by family (levels 1, 2, 3)",14.3.1,112.0
v1210497750,2021,7,Alberta,Assaults,"Assaults by family (levels 1, 2, 3)",14.3.1,111.0
v1210497750,2021,11,Alberta,Assaults,"Assaults by family (levels 1, 2, 3)",14.3.1,111.0
v1210497750,2020,11,Alberta,Assaults,"Assaults by family (levels 1, 2, 3)",14.3.1,108.0
v1210497750,2019,9,Alberta,Assaults,"Assaults by family (levels 1, 2, 3)",14.3.1,107.0
v1210497750,2020,2,Alberta,Assaults,"Assaults by family (levels 1, 2, 3)",14.3.1,107.0
v1210497750,2019,8,Alberta,Assaults,"Assaults by family (levels 1, 2, 3)",14.3.1,106.0
v1210497750,2020,6,Alberta,Assaults,"Assaults by family (levels 1, 2, 3)",14.3.1,104.0
v1210497750,2020,8,Alberta,Assaults,"Assaults by family (levels 1, 2, 3)",14.3.1,104.0
v1210497750,2019,3,Alberta,Assaults,"Assaults by family (levels 1, 2, 3)",14.3.1,103.0
v1210497750,2020,4,Alberta,Assaults,"Assaults by family (levels 1, 2, 3)",14.3.1,102.0
v1210497750,2021,1,Alberta,Assaults,"Assaults by family (levels 1, 2, 3)",14.3.1,102.0
v1210497750,2022,2,Alberta,Assaults,"Assaults by family (levels 1, 2, 3)",14.3.1,101.0
v1210497750,2019,10,Alberta,Assaults,"Assaults by family (levels 1, 2, 3)",14.3.1,98.0
v1210497750,2022,1,Alberta,Assaults,"Assaults by family (levels 1, 2, 3)",14.3.1,96.0
v1210497750,2021,10,Alberta,Assaults,"Assaults by family (levels 1, 2, 3)",14.3.1,94.0
v1210497750,2019,12,Alberta,Assaults,"Assaults by family (levels 1, 2, 3)",14.3.1,92.0
v1210497750,2020,3,Alberta,Assaults,"Assaults by family (levels 1, 2, 3)",14.3.1,92.0
v1210497750,2021,8,Alberta,Assaults,"Assaults by family (levels 1, 2, 3)",14.3.1,91.0
v1210497750,2021,5,Alberta,Assaults,"Assaults by family (levels 1, 2, 3)",14.3.1,90.0
v1210497750,2021,9,Alberta,Assaults,"Assaults by family (levels 1, 2, 3)",14.3.1,90.0
v1210497750,2021,3,Alberta,Assaults,"Assaults by family (levels 1, 2, 3)",14.3.1,87.0
v1210497750,2020,12,Alberta,Assaults,"Assaults by family (levels 1, 2, 3)",14.3.1,86.0
v1210497750,2020,9,Alberta,Assaults,"Assaults by family (levels 1, 2, 3)",14.3.1,76.0
v1210497750,2021,4,Alberta,Assaults,"Assaults by family (levels 1, 2, 3)",14.3.1,76.0
v1210497750,2021,2,Alberta,Assaults,"Assaults by family (levels 1, 2, 3)",14.3.1,69.0
v1210497750,2021,12,Alberta,Assaults,"Assaults by family (levels 1, 2, 3)",14.3.1,67.0
v1210497717,2022,1,Alberta,Assaults,"Assaults by family (levels 1, 2, 3)",13.3.1,
v1210497717,2022,2,Alberta,Assaults,"Assaults by family (levels 1, 2, 3)",13.3.1,
v1210497717,2022,3,Alberta,Assaults,"Assaults by family (levels 1, 2, 3)",13.3.1,
v1210497717,2022,4,Alberta,Assaults,"Assaults by family (levels 1, 2, 3)",13.3.1,
v1210497717,2022,5,Alberta,Assaults,"Assaults by family (levels 1, 2, 3)",13.3.1,
v1210497717,2022,6,Alberta,Assaults,"Assaults by family (levels 1, 2, 3)",13.3.1,
v1210497749,2022,5,Alberta,Assaults,"Assaults by non-family (levels 1, 2, 3)",14.2.1,615.0
v1210497749,2020,7,Alberta,Assaults,"Assaults by non-family (levels 1, 2, 3)",14.2.1,602.0
v1210497749,2022,6,Alberta,Assaults,"Assaults by non-family (levels 1, 2, 3)",14.2.1,599.0
v1210497749,2022,3,Alberta,Assaults,"Assaults by non-family (levels 1, 2, 3)",14.2.1,574.0
v1210497749,2021,7,Alberta,Assaults,"Assaults by non-family (levels 1, 2, 3)",14.2.1,568.0
v1210497749,2019,5,Alberta,Assaults,"Assaults by non-family (levels 1, 2, 3)",14.2.1,535.0
v1210497749,2021,9,Alberta,Assaults,"Assaults by non-family (levels 1, 2, 3)",14.2.1,530.0
v1210497749,2020,6,Alberta,Assaults,"Assaults by non-family (levels 1, 2, 3)",14.2.1,529.0
v1210497749,2021,8,Alberta,Assaults,"Assaults by non-family (levels 1, 2, 3)",14.2.1,528.0
v1210497749,2019,9,Alberta,Assaults,"Assaults by non-family (levels 1, 2, 3)",14.2.1,525.0
v1210497749,2021,6,Alberta,Assaults,"Assaults by non-family (levels 1, 2, 3)",14.2.1,524.0
v1210497749,2022,4,Alberta,Assaults,"Assaults by non-family (levels 1, 2, 3)",14.2.1,521.0
v1210497749,2020,8,Alberta,Assaults,"Assaults by non-family (levels 1, 2, 3)",14.2.1,503.0
v1210497749,2019,8,Alberta,Assaults,"Assaults by non-family (levels 1, 2, 3)",14.2.1,497.0
v1210497749,2019,7,Alberta,Assaults,"Assaults by non-family (levels 1, 2, 3)",14.2.1,488.0
v1210497749,2021,11,Alberta,Assaults,"Assaults by non-family (levels 1, 2, 3)",14.2.1,485.0
v1210497749,2019,10,Alberta,Assaults,"Assaults by non-family (levels 1, 2, 3)",14.2.1,481.0
v1210497749,2021,10,Alberta,Assaults,"Assaults by non-family (levels 1, 2, 3)",14.2.1,480.0
v1210497749,2019,4,Alberta,Assaults,"Assaults by non-family (levels 1, 2, 3)",14.2.1,478.0
v1210497749,2019,3,Alberta,Assaults,"Assaults by non-family (levels 1, 2, 3)",14.2.1,464.0
v1210497749,2019,6,Alberta,Assaults,"Assaults by non-family (levels 1, 2, 3)",14.2.1,464.0
v1210497749,2020,10,Alberta,Assaults,"Assaults by non-family (levels 1, 2, 3)",14.2.1,464.0
v1210497749,2020,5,Alberta,Assaults,"Assaults by non-family (levels 1, 2, 3)",14.2.1,461.0
v1210497749,2019,11,Alberta,Assaults,"Assaults by non-family (levels 1, 2, 3)",14.2.1,456.0
v1210497749,2020,2,Alberta,Assaults,"Assaults by non-family (levels 1, 2, 3)",14.2.1,456.0
v1210497749,2021,4,Alberta,Assaults,"Assaults by non-family (levels 1, 2, 3)",14.2.1,451.0
v1210497716,2021,6,Alberta,Assaults,"Assaults by non-family (levels 1, 2, 3)",13.2.1,450.0
v1210497716,2019,7,Alberta,Assaults,"Assaults by non-family (levels 1, 2, 3)",13.2.1,447.0
v1210497749,2019,12,Alberta,Assaults,"Assaults by non-family (levels 1, 2, 3)",14.2.1,446.0
v1210497749,2021,5,Alberta,Assaults,"Assaults by non-family (levels 1, 2, 3)",14.2.1,443.0
v1210497749,2020,9,Alberta,Assaults,"Assaults by non-family (levels 1, 2, 3)",14.2.1,442.0
v1210497749,2022,2,Alberta,Assaults,"Assaults by non-family (levels 1, 2, 3)",14.2.1,439.0
v1210497749,2020,3,Alberta,Assaults,"Assaults by non-family (levels 1, 2, 3)",14.2.1,435.0
v1210497749,2020,1,Alberta,Assaults,"Assaults by non-family (levels 1, 2, 3)",14.2.1,434.0
v1210497716,2019,6,Alberta,Assaults,"Assaults by non-family (levels 1, 2, 3)",13.2.1,430.0
v1210497749,2021,3,Alberta,Assaults,"Assaults by non-family (levels 1, 2, 3)",14.2.1,422.0
v1210497716,2021,8,Alberta,Assaults,"Assaults by non-family (levels 1, 2, 3)",13.2.1,413.0
v1210497749,2022,1,Alberta,Assaults,"Assaults by non-family (levels 1, 2, 3)",14.2.1,407.0
v1210497716,2020,7,Alberta,Assaults,"Assaults by non-family (levels 1, 2, 3)",13.2.1,400.0
v1210497716,2021,7,Alberta,Assaults,"Assaults by non-family (levels 1, 2, 3)",13.2.1,393.0
v1210497749,2021,12,Alberta,Assaults,"Assaults by non-family (levels 1, 2, 3)",14.2.1,391.0
v1210497716,2020,8,Alberta,Assaults,"Assaults by non-family (levels 1, 2, 3)",13.2.1,389.0
v1210497716,2019,4,Alberta,Assaults,"Assaults by non-family (levels 1, 2, 3)",13.2.1,387.0
v1210497749,2020,4,Alberta,Assaults,"Assaults by non-family (levels 1, 2, 3)",14.2.1,387.0
v1210497716,2019,10,Alberta,Assaults,"Assaults by non-family (levels 1, 2, 3)",13.2.1,382.0
v1210497716,2019,9,Alberta,Assaults,"Assaults by non-family (levels 1, 2, 3)",13.2.1,381.0
v1210497716,2019,11,Alberta,Assaults,"Assaults by non-family (levels 1, 2, 3)",13.2.1,379.0
v1210497716,2019,8,Alberta,Assaults,"Assaults by non-family (levels 1, 2, 3)",13.2.1,374.0
v1210497716,2019,5,Alberta,Assaults,"Assaults by non-family (levels 1, 2, 3)",13.2.1,373.0
v1210497716,2020,2,Alberta,Assaults,"Assaults by non-family (levels 1, 2, 3)",13.2.1,369.0
v1210497716,2019,12,Alberta,Assaults,"Assaults by non-family (levels 1, 2, 3)",13.2.1,365.0
v1210497716,2019,3,Alberta,Assaults,"Assaults by non-family (levels 1, 2, 3)",13.2.1,363.0
v1210497749,2020,12,Alberta,Assaults,"Assaults by non-family (levels 1, 2, 3)",14.2.1,360.0
v1210497716,2021,9,Alberta,Assaults,"Assaults by non-family (levels 1, 2, 3)",13.2.1,357.0
v1210497716,2021,11,Alberta,Assaults,"Assaults by non-family (levels 1, 2, 3)",13.2.1,353.0
v1210497749,2021,1,Alberta,Assaults,"Assaults by non-family (levels 1, 2, 3)",14.2.1,349.0
v1210497716,2020,6,Alberta,Assaults,"Assaults by non-family (levels 1, 2, 3)",13.2.1,348.0
v1210497749,2020,11,Alberta,Assaults,"Assaults by non-family (levels 1, 2, 3)",14.2.1,345.0
v1210497716,2021,10,Alberta,Assaults,"Assaults by non-family (levels 1, 2, 3)",13.2.1,336.0
v1210497749,2021,2,Alberta,Assaults,"Assaults by non-family (levels 1, 2, 3)",14.2.1,331.0
v1210497716,2020,9,Alberta,Assaults,"Assaults by non-family (levels 1, 2, 3)",13.2.1,327.0
v1210497716,2021,3,Alberta,Assaults,"Assaults by non-family (levels 1, 2, 3)",13.2.1,326.0
v1210497716,2021,5,Alberta,Assaults,"Assaults by non-family (levels 1, 2, 3)",13.2.1,316.0
v1210497716,2020,1,Alberta,Assaults,"Assaults by non-family (levels 1, 2, 3)",13.2.1,309.0
v1210497716,2020,3,Alberta,Assaults,"Assaults by non-family (levels 1, 2, 3)",13.2.1,305.0
v1210497716,2020,10,Alberta,Assaults,"Assaults by non-family (levels 1, 2, 3)",13.2.1,292.0
v1210497716,2021,4,Alberta,Assaults,"Assaults by non-family (levels 1, 2, 3)",13.2.1,292.0
v1210497716,2021,12,Alberta,Assaults,"Assaults by non-family (levels 1, 2, 3)",13.2.1,271.0
v1210497716,2020,11,Alberta,Assaults,"Assaults by non-family (levels 1, 2, 3)",13.2.1,270.0
v1210497716,2021,1,Alberta,Assaults,"Assaults by non-family (levels 1, 2, 3)",13.2.1,258.0
v1210497716,2020,12,Alberta,Assaults,"Assaults by non-family (levels 1, 2, 3)",13.2.1,250.0
v1210497716,2020,5,Alberta,Assaults,"Assaults by non-family (levels 1, 2, 3)",13.2.1,249.0
v1210497716,2021,2,Alberta,Assaults,"Assaults by non-family (levels 1, 2, 3)",13.2.1,244.0
v1210497716,2020,4,Alberta,Assaults,"Assaults by non-family (levels 1, 2, 3)",13.2.1,226.0
v1210497716,2022,1,Alberta,Assaults,"Assaults by non-family (levels 1, 2, 3)",13.2.1,
v1210497716,2022,2,Alberta,Assaults,"Assaults by non-family (levels 1, 2, 3)",13.2.1,
v1210497716,2022,3,Alberta,Assaults,"Assaults by non-family (levels 1, 2, 3)",13.2.1,
v1210497716,2022,4,Alberta,Assaults,"Assaults by non-family (levels 1, 2, 3)",13.2.1,
v1210497716,2022,5,Alberta,Assaults,"Assaults by non-family (levels 1, 2, 3)",13.2.1,
v1210497716,2022,6,Alberta,Assaults,"Assaults by non-family (levels 1, 2, 3)",13.2.1,
v1210497718,2019,3,Alberta,Assaults,Assaults where relationship type is unknown,13.4.1,0.0
v1210497751,2019,3,Alberta,Assaults,Assaults where relationship type is unknown,14.4.1,0.0
v1210497718,2019,4,Alberta,Assaults,Assaults where relationship type is unknown,13.4.1,0.0
v1210497751,2019,4,Alberta,Assaults,Assaults where relationship type is unknown,14.4.1,0.0
v1210497718,2019,5,Alberta,Assaults,Assaults where relationship type is unknown,13.4.1,0.0
v1210497751,2019,5,Alberta,Assaults,Assaults where relationship type is unknown,14.4.1,0.0
v1210497718,2019,6,Alberta,Assaults,Assaults where relationship type is unknown,13.4.1,0.0
v1210497751,2019,6,Alberta,Assaults,Assaults where relationship type is unknown,14.4.1,0.0
v1210497718,2019,7,Alberta,Assaults,Assaults where relationship type is unknown,13.4.1,0.0
v1210497751,2019,7,Alberta,Assaults,Assaults where relationship type is unknown,14.4.1,0.0
v1210497718,2019,8,Alberta,Assaults,Assaults where relationship type is unknown,13.4.1,0.0
v1210497751,2019,8,Alberta,Assaults,Assaults where relationship type is unknown,14.4.1,0.0
v1210497718,2019,9,Alberta,Assaults,Assaults where relationship type is unknown,13.4.1,0.0
v1210497751,2019,9,Alberta,Assaults,Assaults where relationship type is unknown,14.4.1,0.0
v1210497718,2019,10,Alberta,Assaults,Assaults where relationship type is unknown,13.4.1,0.0
v1210497751,2019,10,Alberta,Assaults,Assaults where relationship type is unknown,14.4.1,0.0
v1210497718,2019,11,Alberta,Assaults,Assaults where relationship type is unknown,13.4.1,0.0
v1210497751,2019,11,Alberta,Assaults,Assaults where relationship type is unknown,14.4.1,0.0
v1210497718,2019,12,Alberta,Assaults,Assaults where relationship type is unknown,13.4.1,0.0
v1210497751,2019,12,Alberta,Assaults,Assaults where relationship type is unknown,14.4.1,0.0
v1210497718,2020,1,Alberta,Assaults,Assaults where relationship type is unknown,13.4.1,0.0
v1210497751,2020,1,Alberta,Assaults,Assaults where relationship type is unknown,14.4.1,0.0
v1210497718,2020,2,Alberta,Assaults,Assaults where relationship type is unknown,13.4.1,0.0
v1210497751,2020,2,Alberta,Assaults,Assaults where relationship type is unknown,14.4.1,0.0
v1210497718,2020,3,Alberta,Assaults,Assaults where relationship type is unknown,13.4.1,0.0
v1210497751,2020,3,Alberta,Assaults,Assaults where relationship type is unknown,14.4.1,0.0
v1210497718,2020,4,Alberta,Assaults,Assaults where relationship type is unknown,13.4.1,0.0
v1210497751,2020,4,Alberta,Assaults,Assaults where relationship type is unknown,14.4.1,0.0
v1210497718,2020,5,Alberta,Assaults,Assaults where relationship type is unknown,13.4.1,0.0
v1210497751,2020,5,Alberta,Assaults,Assaults where relationship type is unknown,14.4.1,0.0
v1210497718,2020,6,Alberta,Assaults,Assaults where relationship type is unknown,13.4.1,0.0
v1210497751,2020,6,Alberta,Assaults,Assaults where relationship type is unknown,14.4.1,0.0
v1210497718,2020,7,Alberta,Assaults,Assaults where relationship type is unknown,13.4.1,0.0
v1210497751,2020,7,Alberta,Assaults,Assaults where relationship type is unknown,14.4.1,0.0
v1210497718,2020,8,Alberta,Assaults,Assaults where relationship type is unknown,13.4.1,0.0
v1210497751,2020,8,Alberta,Assaults,Assaults where relationship type is unknown,14.4.1,0.0
v1210497718,2020,9,Alberta,Assaults,Assaults where relationship type is unknown,13.4.1,0.0
v1210497751,2020,9,Alberta,Assaults,Assaults where relationship type is unknown,14.4.1,0.0
v1210497718,2020,10,Alberta,Assaults,Assaults where relationship type is unknown,13.4.1,0.0
v1210497751,2020,10,Alberta,Assaults,Assaults where relationship type is unknown,14.4.1,0.0
v1210497718,2020,11,Alberta,Assaults,Assaults where relationship type is unknown,13.4.1,0.0
v1210497751,2020,11,Alberta,Assaults,Assaults where relationship type is unknown,14.4.1,0.0
v1210497718,2020,12,Alberta,Assaults,Assaults where relationship type is unknown,13.4.1,0.0
v1210497751,2020,12,Alberta,Assaults,Assaults where relationship type is unknown,14.4.1,0.0
v1210497718,2021,1,Alberta,Assaults,Assaults where relationship type is unknown,13.4.1,0.0
v1210497751,2021,1,Alberta,Assaults,Assaults where relationship type is unknown,14.4.1,0.0
v1210497718,2021,2,Alberta,Assaults,Assaults where relationship type is unknown,13.4.1,0.0
v1210497751,2021,2,Alberta,Assaults,Assaults where relationship type is unknown,14.4.1,0.0
v1210497718,2021,3,Alberta,Assaults,Assaults where relationship type is unknown,13.4.1,0.0
v1210497751,2021,3,Alberta,Assaults,Assaults where relationship type is unknown,14.4.1,0.0
v1210497718,2021,4,Alberta,Assaults,Assaults where relationship type is unknown,13.4.1,0.0
v1210497751,2021,4,Alberta,Assaults,Assaults where relationship type is unknown,14.4.1,0.0
v1210497718,2021,5,Alberta,Assaults,Assaults where relationship type is unknown,13.4.1,0.0
v1210497751,2021,5,Alberta,Assaults,Assaults where relationship type is unknown,14.4.1,0.0
v1210497718,2021,6,Alberta,Assaults,Assaults where relationship type is unknown,13.4.1,0.0
v1210497751,2021,6,Alberta,Assaults,Assaults where relationship type is unknown,14.4.1,0.0
v1210497718,2021,7,Alberta,Assaults,Assaults where relationship type is unknown,13.4.1,0.0
v1210497751,2021,7,Alberta,Assaults,Assaults where relationship type is unknown,14.4.1,0.0
v1210497718,2021,8,Alberta,Assaults,Assaults where relationship type is unknown,13.4.1,0.0
v1210497751,2021,8,Alberta,Assaults,Assaults where relationship type is unknown,14.4.1,0.0
v1210497718,2021,9,Alberta,Assaults,Assaults where relationship type is unknown,13.4.1,0.0
v1210497751,2021,9,Alberta,Assaults,Assaults where relationship type is unknown,14.4.1,0.0
v1210497718,2021,10,Alberta,Assaults,Assaults where relationship type is unknown,13.4.1,0.0
v1210497751,2021,10,Alberta,Assaults,Assaults where relationship type is unknown,14.4.1,0.0
v1210497718,2021,11,Alberta,Assaults,Assaults where relationship type is unknown,13.4.1,0.0
v1210497751,2021,11,Alberta,Assaults,Assaults where relationship type is unknown,14.4.1,0.0
v1210497718,2021,12,Alberta,Assaults,Assaults where relationship type is unknown,13.4.1,0.0
v1210497751,2021,12,Alberta,Assaults,Assaults where relationship type is unknown,14.4.1,0.0
v1210497751,2022,1,Alberta,Assaults,Assaults where relationship type is unknown,14.4.1,0.0
v1210497751,2022,2,Alberta,Assaults,Assaults where relationship type is unknown,14.4.1,0.0
v1210497751,2022,3,Alberta,Assaults,Assaults where relationship type is unknown,14.4.1,0.0
v1210497751,2022,4,Alberta,Assaults,Assaults where relationship type is unknown,14.4.1,0.0
v1210497751,2022,5,Alberta,Assaults,Assaults where relationship type is unknown,14.4.1,0.0
v1210497751,2022,6,Alberta,Assaults,Assaults where relationship type is unknown,14.4.1,0.0
v1210497718,2022,1,Alberta,Assaults,Assaults where relationship type is unknown,13.4.1,
v1210497718,2022,2,Alberta,Assaults,Assaults where relationship type is unknown,13.4.1,
v1210497718,2022,3,Alberta,Assaults,Assaults where relationship type is unknown,13.4.1,
v1210497718,2022,4,Alberta,Assaults,Assaults where relationship type is unknown,13.4.1,
v1210497718,2022,5,Alberta,Assaults,Assaults where relationship type is unknown,13.4.1,
v1210497718,2022,6,Alberta,Assaults,Assaults where relationship type is unknown,13.4.1,
v1210497715,2019,7,Alberta,Assaults,"Total assaults (levels 1, 2, 3) [141]",13.1.1,817.0
v1210497715,2019,6,Alberta,Assaults,"Total assaults (levels 1, 2, 3) [141]",13.1.1,795.0
v1210497715,2019,8,Alberta,Assaults,"Total assaults (levels 1, 2, 3) [141]",13.1.1,775.0
v1210497715,2019,9,Alberta,Assaults,"Total assaults (levels 1, 2, 3) [141]",13.1.1,772.0
v1210497715,2019,11,Alberta,Assaults,"Total assaults (levels 1, 2, 3) [141]",13.1.1,771.0
v1210497715,2019,5,Alberta,Assaults,"Total assaults (levels 1, 2, 3) [141]",13.1.1,766.0
v1210497715,2019,4,Alberta,Assaults,"Total assaults (levels 1, 2, 3) [141]",13.1.1,764.0
v1210497715,2019,12,Alberta,Assaults,"Total assaults (levels 1, 2, 3) [141]",13.1.1,764.0
v1210497715,2021,6,Alberta,Assaults,"Total assaults (levels 1, 2, 3) [141]",13.1.1,741.0
v1210497715,2019,3,Alberta,Assaults,"Total assaults (levels 1, 2, 3) [141]",13.1.1,740.0
v1210497748,2022,5,Alberta,Assaults,"Total assaults (levels 1, 2, 3) [141]",14.1.1,732.0
v1210497715,2019,10,Alberta,Assaults,"Total assaults (levels 1, 2, 3) [141]",13.1.1,731.0
v1210497748,2020,7,Alberta,Assaults,"Total assaults (levels 1, 2, 3) [141]",14.1.1,727.0
v1210497715,2020,8,Alberta,Assaults,"Total assaults (levels 1, 2, 3) [141]",13.1.1,726.0
v1210497715,2021,8,Alberta,Assaults,"Total assaults (levels 1, 2, 3) [141]",13.1.1,712.0
v1210497748,2022,6,Alberta,Assaults,"Total assaults (levels 1, 2, 3) [141]",14.1.1,712.0
v1210497715,2020,7,Alberta,Assaults,"Total assaults (levels 1, 2, 3) [141]",13.1.1,707.0
v1210497715,2021,7,Alberta,Assaults,"Total assaults (levels 1, 2, 3) [141]",13.1.1,697.0
v1210497748,2022,3,Alberta,Assaults,"Total assaults (levels 1, 2, 3) [141]",14.1.1,686.0
v1210497748,2021,7,Alberta,Assaults,"Total assaults (levels 1, 2, 3) [141]",14.1.1,679.0
v1210497715,2020,2,Alberta,Assaults,"Total assaults (levels 1, 2, 3) [141]",13.1.1,673.0
v1210497748,2022,4,Alberta,Assaults,"Total assaults (levels 1, 2, 3) [141]",14.1.1,662.0
v1210497715,2020,6,Alberta,Assaults,"Total assaults (levels 1, 2, 3) [141]",13.1.1,658.0
v1210497748,2019,5,Alberta,Assaults,"Total assaults (levels 1, 2, 3) [141]",14.1.1,650.0
v1210497748,2021,6,Alberta,Assaults,"Total assaults (levels 1, 2, 3) [141]",14.1.1,640.0
v1210497748,2020,6,Alberta,Assaults,"Total assaults (levels 1, 2, 3) [141]",14.1.1,633.0
v1210497748,2019,9,Alberta,Assaults,"Total assaults (levels 1, 2, 3) [141]",14.1.1,632.0
v1210497715,2020,1,Alberta,Assaults,"Total assaults (levels 1, 2, 3) [141]",13.1.1,629.0
v1210497748,2019,7,Alberta,Assaults,"Total assaults (levels 1, 2, 3) [141]",14.1.1,626.0
v1210497748,2021,9,Alberta,Assaults,"Total assaults (levels 1, 2, 3) [141]",14.1.1,620.0
v1210497748,2021,8,Alberta,Assaults,"Total assaults (levels 1, 2, 3) [141]",14.1.1,619.0
v1210497715,2021,5,Alberta,Assaults,"Total assaults (levels 1, 2, 3) [141]",13.1.1,618.0
v1210497715,2021,9,Alberta,Assaults,"Total assaults (levels 1, 2, 3) [141]",13.1.1,613.0
v1210497748,2020,8,Alberta,Assaults,"Total assaults (levels 1, 2, 3) [141]",14.1.1,607.0
v1210497748,2019,4,Alberta,Assaults,"Total assaults (levels 1, 2, 3) [141]",14.1.1,605.0
v1210497748,2019,8,Alberta,Assaults,"Total assaults (levels 1, 2, 3) [141]",14.1.1,603.0
v1210497715,2020,9,Alberta,Assaults,"Total assaults (levels 1, 2, 3) [141]",13.1.1,600.0
v1210497715,2021,3,Alberta,Assaults,"Total assaults (levels 1, 2, 3) [141]",13.1.1,597.0
v1210497748,2021,11,Alberta,Assaults,"Total assaults (levels 1, 2, 3) [141]",14.1.1,596.0
